datetime,tamin_degC,tamax_degC,ptot_mm
1988-09-10,8.078267784,13.205846519470215,3.416260242462158
1988-09-11,6.203756065,11.307921142578126,1.3393322229385376
1988-09-12,2.642799826,8.91217586517334,1.6818828582763672
1988-09-13,3.630137177,8.449558944702149,2.849785566329956
1988-09-14,2.958651037,8.310264320373536,1.8205052614212036
1988-09-15,3.420293779,7.556609840393066,0.0
1988-09-16,4.271214695,7.744129867553711,0.17420507967472076
1988-09-17,7.3500807,13.210405082702637,0.0
1988-09-18,10.50990841,14.16124984741211,1.8054637908935547
1988-09-19,4.410526962,10.910752029418946,6.5789642333984375
1988-09-20,4.751693935,7.125625343322754,13.76335620880127
1988-09-21,2.525655241,7.620032997131347,4.116043567657471
1988-09-22,1.658875139,6.468484134674072,0.0
1988-09-23,0.792095037,6.018840045928955,2.5996274948120117
1988-09-24,2.381536694,5.8957359504699705,0.5912516713142395
1988-09-25,2.144615383,6.229712696075439,0.0
1988-09-26,1.645430059,6.175420970916748,0.0
1988-09-27,2.387526245,7.417090625762939,0.23782947659492493
1988-09-28,2.255477161,6.446112365722656,0.5020416975021362
1988-09-29,2.17285821,5.169113845825195,0.24199043214321136
1988-09-30,1.953723164,6.122323246002197,7.921916961669922
1988-10-01,4.087664337,9.018557281494141,9.93235969543457
